Municipio,Lema,Departamento,CantidadVotos_2024,CantidadVotos_2019,TotalVotos_2024,TotalVotos_2019,DifVotos,Habilitados,Share_2024,Share_2019,VariacionShare
Municipio F,Partido Frente Amplio,Montevideo,58232,53004,100589,101134,5228,24268.8,0.578910218811202,0.5240967429351158,0.054813475876086204
Municipio F,Partido Independiente,Montevideo,1368,1229,100589,101134,139,24268.8,0.013599896608973148,0.01215219411869401,0.0014477024902791388
Municipio F,Partido Nacional,Montevideo,20063,24749,100589,101134,-4686,24268.8,0.1994552088200499,0.24471493266359484,-0.04525972384354493
Municipio F,Partido VA/IS (G.Salle),Montevideo,3350,1025,100589,101134,2325,24268.8,0.033303840380160855,0.01013506832519232,0.023168772054968534
Municipio G,PERI,Montevideo,402,1735,92900,93026,-1333,18408.333333333332,0.004327233584499462,0.018650699804355773,-0.01432346621985631
Municipio G,Partido Asamblea Popular,Montevideo,553,1221,92900,93026,-668,18408.333333333332,0.005952637244348762,0.013125362801797347,-0.007172725557448585
Municipio G,Partido Cabildo Abierto,Montevideo,2110,7723,92900,93026,-5613,18408.333333333332,0.02271259418729817,0.08301980091587298,-0.060307206728574814
Municipio G,Partido Colorado,Montevideo,10752,7171,92900,93026,3581,18408.333333333332,0.11573735199138858,0.07708597596370907,0.03865137602767951
Municipio G,Partido Frente Amplio,Montevideo,57158,52538,92900,93026,4620,18408.333333333332,0.6152637244348762,0.5647668393782384,0.05049688505663785
Municipio G,Partido Independiente,Montevideo,1577,1211,92900,93026,366,18408.333333333332,0.01697524219590958,0.013017865972953797,0.003957376222955784
Municipio G,Partido Nacional,Montevideo,17140,20349,92900,93026,-3209,18408.333333333332,0.1844994617868676,0.2187452970137381,-0.0342458352268705
Municipio G,Partido VA/IS (G.Salle),Montevideo,3208,1078,92900,93026,2130,18408.333333333332,0.03453175457481163,0.011588158149334594,0.022943596425477032
Nueva Helvecia,PERI,Colonia,29,76,8541,8564,-47,9974.0,0.0033953869570307925,0.008874357776739842,-0.0054789708197090494
Nueva Helvecia,Partido Asamblea Popular,Colonia,13,41,8541,8564,-28,9974.0,0.0015220700152207,0.004787482484820177,-0.003265412469599477
Nueva Helvecia,Partido Cabildo Abierto,Colonia,88,535,8541,8564,-447,9974.0,0.010303243179955509,0.062470808033629144,-0.05216756485367363
Nueva Helvecia,Partido Colorado,Colonia,1752,2086,8541,8564,-334,9974.0,0.20512820512820512,0.24357776739841197,-0.03844956227020685
Nueva Helvecia,Partido Frente Amplio,Colonia,2982,2723,8541,8564,259,9974.0,0.349139445029856,0.31795889771134983,0.03118054731850617
Nueva Helvecia,Partido Independiente,Colonia,122,85,8541,8564,37,9974.0,0.014284041681301955,0.009925268566090611,0.004358773115211344
Nueva Helvecia,Partido Nacional,Colonia,3381,2985,8541,8564,396,9974.0,0.39585528626624517,0.3485520784680056,0.047303207798239544
Nueva Helvecia,Partido VA/IS (G.Salle),Colonia,174,33,8541,8564,141,9974.0,0.020372321742184757,0.0038533395609528258,0.01651898218123193
Nueva Palmira,PERI,Colonia,12,47,6867,7018,-35,8356.0,0.0017474879860200961,0.006697064690795098,-0.004949576704775002
Nueva Palmira,Partido Asamblea Popular,Colonia,45,39,6867,7018,6,8356.0,0.00655307994757536,0.005557138785978911,0.000995941161596449
Nueva Palmira,Partido Cabildo Abierto,Colonia,72,450,6867,7018,-378,8356.0,0.010484927916120577,0.06412083214591052,-0.05363590422978995
Nueva Palmira,Partido Colorado,Colonia,1055,1115,6867,7018,-60,8356.0,0.15363331877093345,0.15887717298375606,-0.005243854212822613
Nueva Palmira,Partido Frente Amplio,Colonia,3162,2820,6867,7018,342,8356.0,0.46046308431629535,0.4018238814477059,0.058639202868589424
Nueva Palmira,Partido Independiente,Colonia,44,36,6867,7018,8,8356.0,0.006407455948740352,0.005129666571672842,0.0012777893770675106
Nueva Palmira,Partido Nacional,Colonia,2380,2490,6867,7018,-110,8356.0,0.34658511722731905,0.3548019378740382,-0.008216820646719136
Nueva Palmira,Partido VA/IS (G.Salle),Colonia,97,21,6867,7018,76,8356.0,0.014125527886995778,0.0029923055001424906,0.011133222386853287
Nuevo Berlín,Partido Asamblea Popular,Río Negro,4,2,1992,1966,2,2351.0,0.002008032128514056,0.001017293997965412,0.000990738130548644
Nuevo Berlín,Partido Cabildo Abierto,Río Negro,23,327,1992,1966,-304,2351.0,0.011546184738955823,0.16632756866734486,-0.15478138392838903
Nuevo Berlín,Partido Colorado,Río Negro,370,278,1992,1966,92,2351.0,0.1857429718875502,0.14140386571719227,0.04433910617035794
Nuevo Berlín,Partido Frente Amplio,Río Negro,805,679,1992,1966,126,2351.0,0.4041164658634538,0.3453713123092574,0.058745153554196405
Nuevo Berlín,Partido Independiente,Río Negro,14,11,1992,1966,3,2351.0,0.007028112449799197,0.005595116988809766,0.001432995460989431
Nuevo Berlín,Partido Nacional,Río Negro,743,660,1992,1966,83,2351.0,0.3729919678714859,0.335707019328586,0.03728494854289993
Nuevo Berlín,Partido VA/IS (G.Salle),Río Negro,33,9,1992,1966,24,2351.0,0.016566265060240965,0.004577822990844354,0.011988442069396612
Ombúes De Lavalle,PERI,Colonia,15,42,3197,3253,-27,3776.0,0.0046918986549890525,0.01291115893021826,-0.008219260275229208
Ombúes De Lavalle,Partido Asamblea Popular,Colonia,5,7,3537,3568,-2,2087.0,0.0014136273678258412,0.001961883408071749,-0.0005482560402459077
Ombúes De Lavalle,Partido Cabildo Abierto,Colonia,32,228,3537,3568,-196,2087.0,0.009047215154085382,0.06390134529147982,-0.054854130137394444
Ombúes De Lavalle,Partido Colorado,Colonia,709,859,3537,3568,-150,2087.0,0.20045236075770426,0.24075112107623317,-0.040298760318528914
Ombúes De Lavalle,Partido Frente Amplio,Colonia,1056,941,3537,3568,115,2087.0,0.29855810008481765,0.26373318385650224,0.034824916228315406
Ombúes De Lavalle,Partido Independiente,Colonia,50,27,3537,3568,23,2087.0,0.01413627367825841,0.0075672645739910315,0.006569009104267379
Ombúes De Lavalle,Partido Nacional,Colonia,1625,1453,3537,3568,172,2087.0,0.45942889454339836,0.4072309417040359,0.05219795283936246
Ombúes De Lavalle,Partido VA/IS (G.Salle),Colonia,45,11,3197,3253,34,3776.0,0.014075695964967157,0.003381494005533354,0.010694201959433804
Pan De Azúcar,PERI,Maldonado,21,66,6491,6566,-45,7600.0,0.0032352488060391313,0.010051781906792567,-0.0068165331007534365
Pan De Azúcar,Partido Asamblea Popular,Maldonado,14,38,6491,6566,-24,7600.0,0.002156832537359421,0.005787389582698751,-0.00363055704533933
Pan De Azúcar,Partido Cabildo Abierto,Maldonado,156,831,6491,6566,-675,7600.0,0.024033276844862117,0.12656107219007007,-0.10252779534520795
Pan De Azúcar,Partido Colorado,Maldonado,1133,719,6534,6601,414,3826.0,0.1734006734006734,0.10892289047114073,0.06447778292953266
Pan De Azúcar,Partido Frente Amplio,Maldonado,2679,2278,6534,6601,401,3826.0,0.4100091827364555,0.34509922738978943,0.06490995534666605
Pan De Azúcar,Partido Independiente,Maldonado,54,81,6491,6566,-27,7600.0,0.008319211215529193,0.012336277794699969,-0.004017066579170775
Pan De Azúcar,Partido Nacional,Maldonado,2317,2547,6534,6601,-230,3826.0,0.35460667278849095,0.3858506286926223,-0.03124395590413137
Pan De Azúcar,Partido VA/IS (G.Salle),Maldonado,160,41,6491,6566,119,7600.0,0.024649514712679094,0.006244288760280232,0.018405225952398862
Pando,PERI,Canelones,132,396,25409,25355,-264,30858.0,0.005195009642252745,0.015618221258134491,-0.010423211615881747
Pando,Partido Asamblea Popular,Canelones,77,173,25409,25355,-96,30858.0,0.0030304222913141014,0.0068231118122658255,-0.003792689520951724
Pando,Partido Cabildo Abierto,Canelones,671,2838,25409,25355,-2167,30858.0,0.026407965681451453,0.11193058568329718,-0.08552262000184573
Pando,Partido Colorado,Canelones,3966,2532,25409,25355,1434,30858.0,0.15608642606950293,0.0998619601656478,0.05622446590385513
Pando,Partido Frente Amplio,Canelones,13069,11200,25409,25355,1869,30858.0,0.5143453107166752,0.4417274699270361,0.07261784078963912
Pando,Partido Independiente,Canelones,359,310,25409,25355,49,30858.0,0.01412885198158133,0.012226385328337606,0.0019024666532437232
Pando,Partido Nacional,Canelones,6469,7695,25409,25355,-1226,30858.0,0.2545948286040379,0.303490435811477,-0.048895607207439074
Pando,Partido VA/IS (G.Salle),Canelones,666,211,25409,25355,455,30858.0,0.026211185013184306,0.008321830013803983,0.017889354999380325
Parque Del Plata,PERI,Canelones,50,179,8019,6472,-129,9602.0,0.006235191420376605,0.027657601977750308,-0.021422410557373702
Parque Del Plata,Partido Asamblea Popular,Canelones,70,97,8019,6472,-27,9602.0,0.008729267988527249,0.014987639060568603,-0.006258371072041354
Parque Del Plata,Partido Cabildo Abierto,Canelones,147,560,8019,6472,-413,9602.0,0.01833146277590722,0.0865265760197775,-0.06819511324387029
Parque Del Plata,Partido Colorado,Canelones,1260,665,8019,6472,595,9602.0,0.15712682379349047,0.10275030902348578,0.054376514770004686
Parque Del Plata,Partido Frente Amplio,Canelones,4074,2942,8019,6472,1132,9602.0,0.5080433969322858,0.4545735475896168,0.05346984934266902
Parque Del Plata,Partido Independiente,Canelones,108,55,8019,6472,53,9602.0,0.013468013468013467,0.008498145859085291,0.004969867608928176
Parque Del Plata,Partido Nacional,Canelones,1927,1881,8019,6472,46,9602.0,0.24030427734131438,0.29063658838071693,-0.050332311039402555
Parque Del Plata,Partido VA/IS (G.Salle),Canelones,383,93,8019,6472,290,9602.0,0.0477615662800848,0.014369592088998764,0.03339197419108604
Paso Carrasco,PERI,Canelones,52,192,9883,9976,-140,11939.0,0.005261560254983305,0.019246190858059342,-0.013984630603076038
Paso Carrasco,Partido Asamblea Popular,Canelones,51,112,9883,9976,-61,11939.0,0.005160376403925933,0.011226944667201283,-0.00606656826327535
Paso Carrasco,Partido Cabildo Abierto,Canelones,213,1145,9883,9976,-932,11939.0,0.021552160275220073,0.11477546110665597,-0.0932233008314359
Paso Carrasco,Partido Colorado,Canelones,1176,599,9883,9976,577,11939.0,0.11899220884346859,0.06004410585404972,0.05894810298941887
Paso Carrasco,Partido Frente Amplio,Canelones,5930,5248,9883,9976,682,11939.0,0.6000202367702114,0.5260625501202887,0.07395768664992275
Paso Carrasco,Partido Independiente,Canelones,101,113,9883,9976,-12,11939.0,0.010219568956794496,0.011327185244587009,-0.0011076162877925125
Paso Carrasco,Partido Nacional,Canelones,2094,2471,9883,9976,-377,11939.0,0.2118789841141354,0.24769446672012832,-0.03581548260599293
Paso Carrasco,Partido VA/IS (G.Salle),Canelones,266,96,9883,9976,170,11939.0,0.026914904381260752,0.009623095429029671,0.01729180895223108
Paso De Los Toros,PERI,Tacuarembó,41,85,9816,10300,-44,11790.0,0.0041768541157294215,0.00825242718446602,-0.004075573068736599
Paso De Los Toros,Partido Asamblea Popular,Tacuarembó,26,39,9816,10300,-13,11790.0,0.0026487367563162185,0.0037864077669902915,-0.001137671010674073
Paso De Los Toros,Partido Cabildo Abierto,Tacuarembó,366,2952,9816,10300,-2586,11790.0,0.03728606356968215,0.2866019417475728,-0.24931587817789067
Paso De Los Toros,Partido Colorado,Tacuarembó,1871,824,9816,10300,1047,11790.0,0.19060717196414018,0.08,0.11060717196414017
Paso De Los Toros,Partido Frente Amplio,Tacuarembó,3588,3175,9816,10300,413,11790.0,0.36552567237163813,0.308252427184466,0.05727324518717214
Paso De Los Toros,Partido Independiente,Tacuarembó,58,62,9816,10300,-4,11790.0,0.005908720456397718,0.006019417475728156,-0.0001106970193304373
Paso De Los Toros,Partido Nacional,Tacuarembó,3646,3113,9816,10300,533,11790.0,0.37143439282803586,0.30223300970873784,0.06920138311929802
Paso De Los Toros,Partido VA/IS (G.Salle),Tacuarembó,220,50,9816,10300,170,11790.0,0.02241238793806031,0.0048543689320388345,0.017558019006021476
Paysandú,PERI,Paysandú,278,974,61056,62696,-696,14583.0,0.004553197064989517,0.01553528135766237,-0.010982084292672853
Paysandú,Partido Asamblea Popular,Paysandú,339,593,61056,62696,-254,14583.0,0.005552279874213836,0.00945833864999362,-0.0039060587757797837
Paysandú,Partido Cabildo Abierto,Paysandú,1071,5200,61056,62696,-4129,14583.0,0.01754127358490566,0.08293990047211944,-0.06539862688721378
Paysandú,Partido Colorado,Paysandú,8017,7445,61056,62696,572,14583.0,0.13130568658280922,0.118747607502871,0.012558079079938222
Paysandú,Partido Frente Amplio,Paysandú,27761,27193,61056,62696,568,14583.0,0.45468094863731656,0.43372782952660455,0.020953119110712015
Paysandú,Partido Independiente,Paysandú,408,433,61056,62696,-25,14583.0,0.0066823899371069185,0.0069063417123899455,-0.00022395177528302702
Paysandú,Partido Nacional,Paysandú,21444,20473,61056,62696,971,14583.0,0.3512185534591195,0.32654395814725024,0.024674595311869274
Paysandú,Partido VA/IS (G.Salle),Paysandú,1738,385,61056,62696,1353,14583.0,0.028465670859538782,0.0061407426311088425,0.02232492822842994
Piedras Coloradas,PERI,Paysandú,4,4,1158,1151,0,1484.0,0.0034542314335060447,0.0034752389226759338,-2.1007489169889027e-05
Piedras Coloradas,Partido Asamblea Popular,Paysandú,1,1,1158,1151,0,1484.0,0.0008635578583765112,0.0008688097306689834,-5.251872292472257e-06
Piedras Coloradas,Partido Cabildo Abierto,Paysandú,24,77,1230,1243,-53,803.0,0.01951219512195122,0.061946902654867256,-0.04243470753291603
Piedras Coloradas,Partido Colorado,Paysandú,255,255,1230,1243,0,803.0,0.2073170731707317,0.20514883346741755,0.0021682397033141454
Piedras Coloradas,Partido Frente Amplio,Paysandú,337,311,1230,1243,26,803.0,0.2739837398373984,0.250201126307321,0.02378261353007738
Piedras Coloradas,Partido Independiente,Paysandú,2,4,1158,1151,-2,1484.0,0.0017271157167530224,0.0034752389226759338,-0.0017481232059229114
Piedras Coloradas,Partido Nacional,Paysandú,587,589,1230,1243,-2,803.0,0.4772357723577236,0.47385358004827033,0.003382192309453247
Piedras Coloradas,Partido VA/IS (G.Salle),Paysandú,20,2,1158,1151,18,1484.0,0.017271157167530225,0.0017376194613379669,0.015533537706192257
Pintadito,Partido Cabildo Abierto,Artigas,77,146,745,539,-69,874.0,0.10335570469798658,0.27087198515769945,-0.16751628045971287
Pintadito,Partido Colorado,Artigas,87,41,745,539,46,874.0,0.11677852348993288,0.07606679035250463,0.04071173313742825
Pintadito,Partido Frente Amplio,Artigas,252,150,745,539,102,874.0,0.338255033557047,0.2782931354359926,0.0599618981210544
Pintadito,Partido Nacional,Artigas,329,202,745,539,127,874.0,0.44161073825503355,0.3747680890538033,0.06684264920123023
Pirarajá,PERI,Lavalleja,3,34,600,604,-31,694.0,0.005,0.056291390728476824,-0.05129139072847683
Pirarajá,Partido Asamblea Popular,Lavalleja,1,6,600,604,-5,694.0,0.0016666666666666668,0.009933774834437087,-0.00826710816777042
Pirarajá,Partido Cabildo Abierto,Lavalleja,8,57,600,604,-49,694.0,0.013333333333333334,0.09437086092715231,-0.08103752759381898
Pirarajá,Partido Colorado,Lavalleja,119,100,600,604,19,694.0,0.19833333333333333,0.16556291390728478,0.03277041942604855
Pirarajá,Partido Frente Amplio,Lavalleja,162,126,600,604,36,694.0,0.27,0.20860927152317882,0.0613907284768212
Pirarajá,Partido Independiente,Lavalleja,10,17,600,604,-7,694.0,0.016666666666666666,0.028145695364238412,-0.011479028697571746
Pirarajá,Partido Nacional,Lavalleja,282,260,600,604,22,694.0,0.47,0.4304635761589404,0.0395364238410596
Pirarajá,Partido VA/IS (G.Salle),Lavalleja,15,4,600,604,11,694.0,0.025,0.006622516556291391,0.01837748344370861
Piriápolis,PERI,Maldonado,80,264,11037,9824,-184,13166.0,0.007248346470961312,0.02687296416938111,-0.019624617698419798
Piriápolis,Partido Asamblea Popular,Maldonado,73,88,11037,9824,-15,13166.0,0.006614116154752197,0.008957654723127036,-0.0023435385683748394
Piriápolis,Partido Cabildo Abierto,Maldonado,199,972,11037,9824,-773,13166.0,0.018030261846516262,0.0989413680781759,-0.08091110623165963
Piriápolis,Partido Colorado,Maldonado,1822,1060,11037,9824,762,13166.0,0.1650810908761439,0.10789902280130294,0.057182068074840955
Piriápolis,Partido Frente Amplio,Maldonado,4975,3830,11037,9824,1145,13166.0,0.4507565461629066,0.3898615635179153,0.060894982644991325
Piriápolis,Partido Independiente,Maldonado,151,91,11037,9824,60,13166.0,0.013681253963939476,0.009263029315960913,0.004418224647978563
Piriápolis,Partido Nacional,Maldonado,3280,3396,11037,9824,-116,13166.0,0.2971822053094138,0.34568403908794787,-0.048501833778534065
Piriápolis,Partido VA/IS (G.Salle),Maldonado,457,123,11037,9824,334,13166.0,0.0414061792153665,0.012520358306188925,0.028885820909177573
Plácido Rosas,Partido Cabildo Abierto,Cerro Largo,13,87,444,467,-74,523.0,0.02927927927927928,0.18629550321199143,-0.15701622393271214
Plácido Rosas,Partido Colorado,Cerro Largo,35,17,444,467,18,523.0,0.07882882882882883,0.03640256959314775,0.04242625923568108
Plácido Rosas,Partido Frente Amplio,Cerro Largo,154,178,444,467,-24,523.0,0.34684684684684686,0.3811563169164882,-0.03430947006964136
Plácido Rosas,Partido Nacional,Cerro Largo,242,185,444,467,57,523.0,0.545045045045045,0.3961456102783726,0.14889943476667244
Porvenir,PERI,Paysandú,14,14,2638,2470,0,1606.0,0.00530705079605762,0.005668016194331984,-0.0003609653982743644
Porvenir,Partido Asamblea Popular,Paysandú,22,23,3222,3061,-1,1309.3333333333333,0.006828057107386716,0.007513884351519112,-0.0006858272441323957
Porvenir,Partido Cabildo Abierto,Paysandú,51,260,3552,3408,-209,738.8333333333334,0.014358108108108109,0.07629107981220658,-0.06193297170409847
Porvenir,Partido Colorado,Paysandú,691,709,3552,3408,-18,738.8333333333334,0.19453828828828829,0.20803990610328638,-0.01350161781499809
Porvenir,Partido Frente Amplio,Paysandú,1170,922,3552,3408,248,738.8333333333334,0.3293918918918919,0.2705399061032864,0.05885198578860551
Porvenir,Partido Independiente,Paysandú,11,8,2840,2678,3,1174.6666666666667,0.0038732394366197184,0.002987303958177745,0.0008859354784419736
Porvenir,Partido Nacional,Paysandú,1498,1459,3552,3408,39,738.8333333333334,0.42173423423423423,0.42811032863849763,-0.006376094404263399
Porvenir,Partido VA/IS (G.Salle),Paysandú,95,13,3424,3269,82,1060.0,0.027745327102803738,0.0039767513000917715,0.023768575802711966
Progreso,PERI,Canelones,40,180,10595,10508,-140,12825.0,0.0037753657385559227,0.01712980586220023,-0.013354440123644307
Progreso,Partido Asamblea Popular,Canelones,24,72,10595,10508,-48,12825.0,0.0022652194431335535,0.006851922344880091,-0.004586702901746538
Progreso,Partido Cabildo Abierto,Canelones,200,1066,10595,10508,-866,12825.0,0.018876828692779613,0.10144651693947468,-0.08256968824669507
Progreso,Partido Colorado,Canelones,1552,947,10595,10508,605,12825.0,0.1464841906559698,0.09012181195279786,0.05636237870317193
Progreso,Partido Frente Amplio,Canelones,5720,4848,10595,10508,872,12825.0,0.5398773006134969,0.46136277122192615,0.07851452939157078
Progreso,Partido Independiente,Canelones,109,123,10595,10508,-14,12825.0,0.010287871637564889,0.011705367339170157,-0.0014174957016052682
Progreso,Partido Nacional,Canelones,2640,3191,10595,10508,-551,12825.0,0.24917413874469088,0.3036733917015607,-0.05449925295686983
Progreso,Partido VA/IS (G.Salle),Canelones,310,81,10595,10508,229,12825.0,0.0292590844738084,0.007708412637990103,0.021550671835818297
Pueblo Belén,PERI,Salto,1,2,1700,1682,-1,1994.0,0.000588235294117647,0.0011890606420927466,-0.0006008253479750996
Pueblo Belén,Partido Cabildo Abierto,Salto,58,86,1700,1682,-28,1994.0,0.03411764705882353,0.05112960760998811,-0.01701196055116458
Pueblo Belén,Partido Colorado,Salto,272,404,1700,1682,-132,1994.0,0.16,0.24019024970273484,-0.08019024970273483
Pueblo Belén,Partido Frente Amplio,Salto,882,727,1700,1682,155,1994.0,0.5188235294117647,0.43222354340071345,0.08659998601105123
Pueblo Belén,Partido Independiente,Salto,3,4,1700,1682,-1,1994.0,0.0017647058823529412,0.0023781212841854932,-0.000613415401832552
Pueblo Belén,Partido Nacional,Salto,484,459,1700,1682,25,1994.0,0.2847058823529412,0.2728894173602854,0.011816464992655817
Pueblo Centenario,PERI,Durazno,2,10,1110,1027,-8,1351.0,0.0018018018018018018,0.009737098344693282,-0.00793529654289148
Pueblo Centenario,Partido Asamblea Popular,Durazno,3,5,1110,1027,-2,1351.0,0.002702702702702703,0.004868549172346641,-0.0021658464696439382
Pueblo Centenario,Partido Cabildo Abierto,Durazno,16,249,1110,1027,-233,1351.0,0.014414414414414415,0.24245374878286272,-0.2280393343684483
Pueblo Centenario,Partido Colorado,Durazno,169,76,1110,1027,93,1351.0,0.15225225225225225,0.07400194741966894,0.07825030483258331
Pueblo Centenario,Partido Frente Amplio,Durazno,459,311,1110,1027,148,1351.0,0.4135135135135135,0.3028237585199611,0.11068975499355244
Pueblo Centenario,Partido Independiente,Durazno,3,5,1110,1027,-2,1351.0,0.002702702702702703,0.004868549172346641,-0.0021658464696439382
Pueblo Centenario,Partido Nacional,Durazno,432,366,1110,1027,66,1351.0,0.3891891891891892,0.3563777994157741,0.032811389773415134
Pueblo Centenario,Partido VA/IS (G.Salle),Durazno,26,5,1110,1027,21,1351.0,0.023423423423423424,0.004868549172346641,0.018554874251076783
Pueblo Rincón De Valentín,Partido Cabildo Abierto,Salto,18,113,1051,1026,-95,1225.0,0.017126546146527116,0.1101364522417154,-0.09300990609518828
Pueblo Rincón De Valentín,Partido Colorado,Salto,239,369,1051,1026,-130,1225.0,0.2274024738344434,0.35964912280701755,-0.13224664897257415
Pueblo Rincón De Valentín,Partido Frente Amplio,Salto,446,329,1051,1026,117,1225.0,0.42435775451950525,0.3206627680311891,0.10369498648831615
Pueblo Rincón De Valentín,Partido Independiente,Salto,3,4,1051,1026,-1,1225.0,0.0028544243577545195,0.003898635477582846,-0.0010442111198283263
Pueblo Rincón De Valentín,Partido Nacional,Salto,345,211,1051,1026,134,1225.0,0.32825880114176975,0.20565302144249512,0.12260577969927464
Pueblo San Antonio,PERI,Salto,2,7,2269,2111,-5,2540.0,0.0008814455707360071,0.0033159639981051635,-0.0024345184273691567
Pueblo San Antonio,Partido Asamblea Popular,Salto,2,3,2269,2111,-1,2540.0,0.0008814455707360071,0.0014211274277593558,-0.0005396818570233487
Pueblo San Antonio,Partido Cabildo Abierto,Salto,101,348,2269,2111,-247,2540.0,0.04451300132216836,0.16485078162008526,-0.1203377802979169
Pueblo San Antonio,Partido Colorado,Salto,587,540,2269,2111,47,2540.0,0.25870427501101806,0.25580293699668405,0.0029013380143340095
Pueblo San Antonio,Partido Frente Amplio,Salto,956,694,2269,2111,262,2540.0,0.42133098281181136,0.3287541449549976,0.09257683785681375
Pueblo San Antonio,Partido Independiente,Salto,4,5,2269,2111,-1,2540.0,0.0017628911414720142,0.0023685457129322598,-0.0006056545714602456
Pueblo San Antonio,Partido Nacional,Salto,582,513,2269,2111,69,2540.0,0.25650066108417807,0.24301279014684984,0.013487870937328228
Pueblo San Antonio,Partido VA/IS (G.Salle),Salto,35,1,2269,2111,34,2540.0,0.015425297487880123,0.0004737091425864519,0.01495158834529367
Punta Del Diablo,PERI,Rocha,5,16,710,405,-11,817.0,0.007042253521126761,0.03950617283950617,-0.032463919318379414
Punta Del Diablo,Partido Asamblea Popular,Rocha,7,8,710,405,-1,817.0,0.009859154929577466,0.019753086419753086,-0.00989393149017562
