Municipio,Lema,Departamento,CantidadVotos_2024,CantidadVotos_2019,TotalVotos_2024,TotalVotos_2019,DifVotos,Habilitados,Share_2024,Share_2019,VariacionShare
18 De Julio,PERI,Rocha,1,11,879,902,-10,1037.0,0.0011376564277588168,0.012195121951219513,-0.011057465523460696
18 De Julio,Partido Asamblea Popular,Rocha,5,11,879,902,-6,1037.0,0.005688282138794084,0.012195121951219513,-0.0065068398124254285
18 De Julio,Partido Cabildo Abierto,Rocha,11,195,879,902,-184,1037.0,0.012514220705346985,0.21618625277161863,-0.20367203206627163
18 De Julio,Partido Colorado,Rocha,186,106,879,902,80,1037.0,0.21160409556313994,0.11751662971175167,0.09408746585138827
18 De Julio,Partido Frente Amplio,Rocha,342,306,879,902,36,1037.0,0.3890784982935154,0.3392461197339246,0.04983237855959077
18 De Julio,Partido Independiente,Rocha,4,2,879,902,2,1037.0,0.004550625711035267,0.0022172949002217295,0.0023333308108135376
18 De Julio,Partido Nacional,Rocha,307,269,879,902,38,1037.0,0.3492605233219568,0.2982261640798226,0.051034359242134175
18 De Julio,Partido VA/IS (G.Salle),Rocha,23,2,879,902,21,1037.0,0.026166097838452786,0.0022172949002217295,0.023948802938231057
18 De Mayo,PERI,Canelones,35,105,11267,9662,-70,13314.0,0.0031064169699121327,0.010867315255640653,-0.007760898285728521
18 De Mayo,Partido Asamblea Popular,Canelones,40,65,11267,9662,-25,13314.0,0.0035501908227567234,0.006727385634444215,-0.0031771948116874915
18 De Mayo,Partido Cabildo Abierto,Canelones,241,921,11267,9662,-680,13314.0,0.021389899707109257,0.09532187952804802,-0.07393197982093877
18 De Mayo,Partido Colorado,Canelones,1741,760,11267,9662,981,13314.0,0.15452205556048637,0.07865866280273236,0.07586339275775401
18 De Mayo,Partido Frente Amplio,Canelones,6879,5142,11267,9662,1737,13314.0,0.6105440667435875,0.5321879528048024,0.07835611393878517
18 De Mayo,Partido Independiente,Canelones,49,91,11267,9662,-42,13314.0,0.004348983757876986,0.0094183398882219,-0.005069356130344914
18 De Mayo,Partido Nacional,Canelones,1998,2518,11267,9662,-520,13314.0,0.17733203159669833,0.2606085696543159,-0.08327653805761756
18 De Mayo,Partido VA/IS (G.Salle),Canelones,284,60,11267,9662,224,13314.0,0.025206354841572735,0.00620989443179466,0.018996460409778076
Aceguá,Partido Cabildo Abierto,Cerro Largo,43,158,1407,1390,-115,1784.0,0.030561478322672354,0.11366906474820145,-0.0831075864255291
Aceguá,Partido Colorado,Cerro Largo,139,59,1407,1390,80,1784.0,0.09879175550817342,0.04244604316546763,0.05634571234270579
Aceguá,Partido Frente Amplio,Cerro Largo,385,327,1407,1390,58,1784.0,0.2736318407960199,0.23525179856115108,0.038380042234868794
Aceguá,Partido Independiente,Cerro Largo,8,2,1407,1390,6,1784.0,0.005685856432125089,0.0014388489208633094,0.004247007511261779
Aceguá,Partido Nacional,Cerro Largo,823,841,1407,1390,-18,1784.0,0.5849324804548686,0.6050359712230216,-0.020103490768152987
Aceguá,Partido VA/IS (G.Salle),Cerro Largo,9,3,1407,1390,6,1784.0,0.006396588486140725,0.002158273381294964,0.004238315104845761
Aguas Corrientes,PERI,Canelones,4,21,1131,1123,-17,1308.0,0.0035366931918656055,0.018699910952804988,-0.015163217760939382
Aguas Corrientes,Partido Asamblea Popular,Canelones,8,13,1131,1123,-5,1308.0,0.007073386383731211,0.01157613535173642,-0.00450274896800521
Aguas Corrientes,Partido Cabildo Abierto,Canelones,11,72,1131,1123,-61,1308.0,0.009725906277630416,0.06411398040961709,-0.05438807413198667
Aguas Corrientes,Partido Colorado,Canelones,192,162,1131,1123,30,1308.0,0.16976127320954906,0.14425645592163847,0.025504817287910597
Aguas Corrientes,Partido Frente Amplio,Canelones,536,476,1131,1123,60,1308.0,0.4739168877099912,0.4238646482635797,0.05005223944641146
Aguas Corrientes,Partido Independiente,Canelones,14,6,1131,1123,8,1308.0,0.01237842617152962,0.005342831700801425,0.007035594470728195
Aguas Corrientes,Partido Nacional,Canelones,332,364,1131,1123,-32,1308.0,0.29354553492484525,0.3241317898486198,-0.030586254923774536
Aguas Corrientes,Partido VA/IS (G.Salle),Canelones,34,9,1131,1123,25,1308.0,0.030061892130857647,0.008014247551202136,0.02204764457965551
Aiguá,PERI,Maldonado,19,52,2324,2348,-33,2742.0,0.008175559380378658,0.022146507666098807,-0.01397094828572015
Aiguá,Partido Asamblea Popular,Maldonado,9,17,2324,2348,-8,2742.0,0.00387263339070568,0.007240204429301534,-0.0033675710385958537
Aiguá,Partido Cabildo Abierto,Maldonado,58,437,2498,2531,-379,986.3333333333334,0.02321857485988791,0.1726590280521533,-0.1494404531922654
Aiguá,Partido Colorado,Maldonado,534,547,2498,2531,-13,986.3333333333334,0.21377101681345076,0.21612011062821018,-0.002349093814759423
Aiguá,Partido Frente Amplio,Maldonado,468,370,2498,2531,98,986.3333333333334,0.18734987990392313,0.14618727775582774,0.04116260214809539
Aiguá,Partido Independiente,Maldonado,16,11,2324,2348,5,2742.0,0.0068846815834767644,0.004684838160136286,0.002199843423340478
Aiguá,Partido Nacional,Maldonado,1300,1085,2498,2531,215,986.3333333333334,0.5204163330664532,0.42868431450019756,0.09173201856625562
Aiguá,Partido VA/IS (G.Salle),Maldonado,94,12,2498,2531,82,986.3333333333334,0.03763010408326661,0.004741209008297116,0.0328888950749695
Ansina,PERI,Tacuarembó,2,6,2349,2384,-4,2853.0,0.0008514261387824606,0.0025167785234899327,-0.0016653523847074722
Ansina,Partido Asamblea Popular,Tacuarembó,1,1,2349,2384,0,2853.0,0.0004257130693912303,0.00041946308724832214,6.24998214290818e-06
Ansina,Partido Cabildo Abierto,Tacuarembó,67,307,2349,2384,-240,2853.0,0.02852277564921243,0.1287751677852349,-0.10025239213602247
Ansina,Partido Colorado,Tacuarembó,651,474,2349,2384,177,2853.0,0.2771392081736909,0.1988255033557047,0.07831370481798622
Ansina,Partido Frente Amplio,Tacuarembó,722,538,2349,2384,184,2853.0,0.3073648361004683,0.2256711409395973,0.08169369516087097
Ansina,Partido Independiente,Tacuarembó,2,3,2349,2384,-1,2853.0,0.0008514261387824606,0.0012583892617449664,-0.0004069631229625057
Ansina,Partido Nacional,Tacuarembó,859,1048,2349,2384,-189,2853.0,0.3656875266070668,0.4395973154362416,-0.07390978882917476
Ansina,Partido VA/IS (G.Salle),Tacuarembó,45,7,2349,2384,38,2853.0,0.019157088122605363,0.002936241610738255,0.01622084651186711
Arbolito,Partido Cabildo Abierto,Cerro Largo,3,38,302,261,-35,364.0,0.009933774834437087,0.14559386973180077,-0.1356600948973637
Arbolito,Partido Colorado,Cerro Largo,34,22,302,261,12,364.0,0.11258278145695365,0.0842911877394636,0.028291593717490043
Arbolito,Partido Frente Amplio,Cerro Largo,110,71,302,261,39,364.0,0.36423841059602646,0.2720306513409962,0.09220775925503027
Arbolito,Partido Nacional,Cerro Largo,155,130,302,261,25,364.0,0.5132450331125827,0.49808429118773945,0.01516074192484329
Artigas,PERI,Artigas,13,87,28052,29448,-74,8439.25,0.00046342506773135606,0.002954360228198859,-0.002490935160467503
Artigas,Partido Asamblea Popular,Artigas,53,78,31869,32887,-25,7653.0,0.0016630581442781387,0.0023717578374433668,-0.000708699693165228
Artigas,Partido Cabildo Abierto,Artigas,2317,7531,31869,32887,-5214,7653.0,0.07270388151495183,0.22899625992033326,-0.15629237840538143
Artigas,Partido Colorado,Artigas,6214,2441,31869,32887,3773,7653.0,0.19498572280272364,0.07422385745127254,0.1207618653514511
Artigas,Partido Frente Amplio,Artigas,8855,6545,31869,32887,2310,7653.0,0.2778562239166588,0.19901480828290813,0.07884141563375069
Artigas,Partido Independiente,Artigas,177,70,31869,32887,107,7653.0,0.0055539866327779346,0.002128500623346611,0.0034254860094313235
Artigas,Partido Nacional,Artigas,13723,16053,31869,32887,-2330,7653.0,0.4306065455458282,0.48812600723690214,-0.057519461691073914
Artigas,Partido VA/IS (G.Salle),Artigas,517,82,31869,32887,435,7653.0,0.016222661520599955,0.0024933864444917444,0.01372927507610821
Arévalo,Partido Asamblea Popular,Cerro Largo,4,1,309,263,3,407.0,0.012944983818770227,0.0038022813688212928,0.009142702449948935
Arévalo,Partido Cabildo Abierto,Cerro Largo,1,32,309,263,-31,407.0,0.003236245954692557,0.12167300380228137,-0.11843675784758881
Arévalo,Partido Colorado,Cerro Largo,34,19,309,263,15,407.0,0.11003236245954692,0.07224334600760456,0.03778901645194237
Arévalo,Partido Frente Amplio,Cerro Largo,39,37,309,263,2,407.0,0.1262135922330097,0.14068441064638784,-0.014470818413378134
Arévalo,Partido Nacional,Cerro Largo,231,174,309,263,57,407.0,0.7475728155339806,0.6615969581749049,0.08597585735907565
Atlántida,PERI,Canelones,55,142,9321,8461,-87,11081.0,0.00590065443621929,0.016782886183666232,-0.010882231747446942
Atlántida,Partido Asamblea Popular,Canelones,38,60,9321,8461,-22,11081.0,0.004076815792296964,0.007091360359295591,-0.003014544566998627
Atlántida,Partido Cabildo Abierto,Canelones,128,725,9321,8461,-597,11081.0,0.013732432142473983,0.08568727100815507,-0.07195483886568109
Atlántida,Partido Colorado,Canelones,1743,1176,9321,8461,567,11081.0,0.18699710331509495,0.1389906630421936,0.04800644027290135
Atlántida,Partido Frente Amplio,Canelones,4174,3291,9321,8461,883,11081.0,0.44780602939598757,0.3889611157073632,0.05884491368862438
Atlántida,Partido Independiente,Canelones,201,117,9321,8461,84,11081.0,0.02156420984872868,0.013828152700626404,0.0077360571481022745
Atlántida,Partido Nacional,Canelones,2674,2832,9321,8461,-158,11081.0,0.28687909022637054,0.3347122089587519,-0.047833118732381386
Atlántida,Partido VA/IS (G.Salle),Canelones,308,118,9321,8461,190,11081.0,0.03304366484282802,0.013946342039947997,0.019097322802880026
Baltasar Brum,PERI,Artigas,1,4,1855,1814,-3,2293.0,0.0005390835579514825,0.002205071664829107,-0.0016659881068776246
Baltasar Brum,Partido Asamblea Popular,Artigas,1,3,1855,1814,-2,2293.0,0.0005390835579514825,0.0016538037486218302,-0.0011147201906703476
Baltasar Brum,Partido Cabildo Abierto,Artigas,54,108,1855,1814,-54,2293.0,0.029110512129380053,0.05953693495038589,-0.030426422821005834
Baltasar Brum,Partido Colorado,Artigas,487,356,1855,1814,131,2293.0,0.262533692722372,0.19625137816979052,0.06628231455258146
Baltasar Brum,Partido Frente Amplio,Artigas,615,449,1855,1814,166,2293.0,0.33153638814016173,0.24751929437706727,0.08401709376309446
Baltasar Brum,Partido Independiente,Artigas,3,7,1855,1814,-4,2293.0,0.0016172506738544475,0.003858875413450937,-0.0022416247395964893
Baltasar Brum,Partido Nacional,Artigas,688,885,1855,1814,-197,2293.0,0.3708894878706199,0.48787210584343993,-0.11698261797282
Baltasar Brum,Partido VA/IS (G.Salle),Artigas,6,2,1855,1814,4,2293.0,0.003234501347708895,0.0011025358324145535,0.0021319655152943415
Barros Blancos,PERI,Canelones,67,258,20552,19624,-191,24661.0,0.003260023355391203,0.013147166734610681,-0.009887143379219478
Barros Blancos,Partido Asamblea Popular,Canelones,56,132,20552,19624,-76,24661.0,0.0027247956403269754,0.006726457399103139,-0.0040016617587761635
Barros Blancos,Partido Cabildo Abierto,Canelones,602,2692,20552,19624,-2090,24661.0,0.029291553133514985,0.13717896453322462,-0.10788741139970963
Barros Blancos,Partido Colorado,Canelones,2971,1305,20552,19624,1666,24661.0,0.14456014013234722,0.0665002038320424,0.07805993630030482
Barros Blancos,Partido Frente Amplio,Canelones,11735,9834,20552,19624,1901,24661.0,0.5709906578435189,0.5011210762331838,0.06986958161033507
Barros Blancos,Partido Independiente,Canelones,135,210,20552,19624,-75,24661.0,0.006568703775788245,0.010701182225845903,-0.004132478450057658
Barros Blancos,Partido Nacional,Canelones,4380,5038,20552,19624,-658,24661.0,0.21311794472557416,0.25672645739910316,-0.043608512673529
Barros Blancos,Partido VA/IS (G.Salle),Canelones,606,155,20552,19624,451,24661.0,0.02948618139353834,0.007898491642886262,0.02158768975065208
Bella Unión,PERI,Artigas,4,74,9264,9749,-70,11216.0,0.0004317789291882556,0.007590522104831265,-0.007158743175643009
Bella Unión,Partido Asamblea Popular,Artigas,16,65,12411,12755,-49,5035.0,0.0012891789541535734,0.005096040768326146,-0.003806861814172573
Bella Unión,Partido Cabildo Abierto,Artigas,380,1326,12411,12755,-946,5035.0,0.03061800016114737,0.10395923167385339,-0.07334123151270602
Bella Unión,Partido Colorado,Artigas,1877,1212,12411,12755,665,5035.0,0.15123680605914108,0.09502156017248138,0.0562152458866597
Bella Unión,Partido Frente Amplio,Artigas,5901,6150,12411,12755,-249,5035.0,0.4754653130287648,0.4821638573108585,-0.006698544282093655
Bella Unión,Partido Independiente,Artigas,71,60,12411,12755,11,5035.0,0.005720731609056482,0.004704037632301058,0.0010166939767554239
Bella Unión,Partido Nacional,Artigas,3969,3821,12411,12755,148,5035.0,0.3197969543147208,0.2995687965503724,0.020228157764348442
Bella Unión,Partido VA/IS (G.Salle),Artigas,193,47,12411,12755,146,5035.0,0.01555072113447748,0.003684829478635829,0.01186589165584165
Blanquillo,PERI,Durazno,1,1,136,125,0,163.0,0.007352941176470588,0.008,-0.000647058823529412
Blanquillo,Partido Asamblea Popular,Durazno,1,6,797,777,-5,928.0,0.0012547051442910915,0.007722007722007722,-0.006467302577716631
Blanquillo,Partido Cabildo Abierto,Durazno,8,118,933,902,-110,545.5,0.00857449088960343,0.13082039911308205,-0.12224590822347861
Blanquillo,Partido Colorado,Durazno,212,113,933,902,99,545.5,0.22722400857449088,0.12527716186252771,0.10194684671196316
Blanquillo,Partido Frente Amplio,Durazno,165,115,933,902,50,545.5,0.17684887459807075,0.12749445676274945,0.049354417835321296
Blanquillo,Partido Independiente,Durazno,5,7,797,777,-2,928.0,0.006273525721455458,0.009009009009009009,-0.0027354832875535508
Blanquillo,Partido Nacional,Durazno,527,541,933,902,-14,545.5,0.564844587352626,0.5997782705099778,-0.03493368315735179
Blanquillo,Partido VA/IS (G.Salle),Durazno,14,1,797,777,13,928.0,0.01756587202007528,0.001287001287001287,0.016278870733073995
Bº Artigas,PERI,Tacuarembó,4,6,1066,455,-2,1222.0,0.00375234521575985,0.013186813186813187,-0.009434467971053337
Bº Artigas,Partido Asamblea Popular,Tacuarembó,1,3,1066,455,-2,1222.0,0.0009380863039399625,0.006593406593406593,-0.005655320289466631
Bº Artigas,Partido Cabildo Abierto,Tacuarembó,37,71,1066,455,-34,1222.0,0.03470919324577861,0.15604395604395604,-0.12133476279817743
Bº Artigas,Partido Colorado,Tacuarembó,283,63,1066,455,220,1222.0,0.2654784240150094,0.13846153846153847,0.1270168855534709
Bº Artigas,Partido Frente Amplio,Tacuarembó,429,172,1066,455,257,1222.0,0.4024390243902439,0.378021978021978,0.024417046368265916
Bº Artigas,Partido Independiente,Tacuarembó,11,2,1066,455,9,1222.0,0.010318949343339587,0.004395604395604396,0.005923344947735191
Bº Artigas,Partido Nacional,Tacuarembó,274,136,1066,455,138,1222.0,0.2570356472795497,0.2989010989010989,-0.0418654516215492
Bº Artigas,Partido VA/IS (G.Salle),Tacuarembó,27,2,1066,455,25,1222.0,0.025328330206378986,0.004395604395604396,0.020932725810774593
Bº Centenario,PERI,Tacuarembó,10,10,1030,508,0,1199.0,0.009708737864077669,0.01968503937007874,-0.00997630150600107
Bº Centenario,Partido Asamblea Popular,Tacuarembó,4,1,1030,508,3,1199.0,0.003883495145631068,0.001968503937007874,0.0019149912086231938
Bº Centenario,Partido Cabildo Abierto,Tacuarembó,37,98,1030,508,-61,1199.0,0.035922330097087375,0.19291338582677164,-0.15699105572968428
Bº Centenario,Partido Colorado,Tacuarembó,307,107,1030,508,200,1199.0,0.2980582524271845,0.2106299212598425,0.08742833116734197
Bº Centenario,Partido Frente Amplio,Tacuarembó,429,131,1030,508,298,1199.0,0.41650485436893203,0.2578740157480315,0.15863083862090055
Bº Centenario,Partido Independiente,Tacuarembó,8,1,1030,508,7,1199.0,0.007766990291262136,0.001968503937007874,0.005798486354254262
Bº Centenario,Partido Nacional,Tacuarembó,206,151,1030,508,55,1199.0,0.2,0.297244094488189,-0.09724409448818899
Bº Centenario,Partido VA/IS (G.Salle),Tacuarembó,29,9,1030,508,20,1199.0,0.02815533980582524,0.017716535433070866,0.010438804372754375
Bº San Gabriel,PERI,Tacuarembó,1,2,1005,452,-1,1180.0,0.0009950248756218905,0.004424778761061947,-0.003429753885440056
Bº San Gabriel,Partido Asamblea Popular,Tacuarembó,3,1,1005,452,2,1180.0,0.0029850746268656717,0.0022123893805309734,0.0007726852463346983
Bº San Gabriel,Partido Cabildo Abierto,Tacuarembó,40,90,1005,452,-50,1180.0,0.03980099502487562,0.19911504424778761,-0.15931404922291198
Bº San Gabriel,Partido Colorado,Tacuarembó,268,74,1005,452,194,1180.0,0.26666666666666666,0.16371681415929204,0.10294985250737462
Bº San Gabriel,Partido Frente Amplio,Tacuarembó,473,154,1005,452,319,1180.0,0.47064676616915424,0.3407079646017699,0.12993880156738435
Bº San Gabriel,Partido Independiente,Tacuarembó,9,1,1005,452,8,1180.0,0.008955223880597015,0.0022123893805309734,0.006742834500066042
Bº San Gabriel,Partido Nacional,Tacuarembó,211,130,1005,452,81,1180.0,0.2099502487562189,0.28761061946902655,-0.07766037071280765
Canelones,PERI,Canelones,102,384,20878,20850,-282,12318.5,0.004885525433470639,0.01841726618705036,-0.01353174075357972
Canelones,Partido Asamblea Popular,Canelones,119,234,20878,20850,-115,12318.5,0.005699779672382412,0.011223021582733812,-0.0055232419103514
Canelones,Partido Cabildo Abierto,Canelones,261,1779,20878,20850,-1518,12318.5,0.012501197432704282,0.08532374100719424,-0.07282254357448996
Canelones,Partido Colorado,Canelones,3372,2335,20878,20850,1037,12318.5,0.16150972315355877,0.11199040767386091,0.04951931547969786
Canelones,Partido Frente Amplio,Canelones,10918,9703,20878,20850,1215,12318.5,0.5229428106140435,0.4653717026378897,0.05757110797615378
Canelones,Partido Independiente,Canelones,270,238,20878,20850,32,12318.5,0.01293227320624581,0.011414868105515587,0.0015174051007302222
Canelones,Partido Nacional,Canelones,5270,5990,20878,20850,-720,12318.5,0.25241881406264965,0.28729016786570744,-0.03487135380305778
Canelones,Partido VA/IS (G.Salle),Canelones,566,187,20878,20850,379,12318.5,0.027109876424944918,0.008968824940047962,0.018141051484896954
Cardona,PERI,Soriano,37,89,5231,5273,-52,6329.0,0.0070732173580577325,0.016878437322207472,-0.00980521996414974
Cardona,Partido Asamblea Popular,Soriano,9,17,5231,5273,-8,6329.0,0.0017205123303383673,0.003223971173904798,-0.0015034588435664307
Cardona,Partido Cabildo Abierto,Soriano,54,434,5231,5273,-380,6329.0,0.010323073982030204,0.08230608761615779,-0.07198301363412758
Cardona,Partido Colorado,Soriano,1316,1075,5231,5273,241,6329.0,0.25157713630281014,0.20386876540868576,0.047708370894124386
Cardona,Partido Frente Amplio,Soriano,1763,1631,5231,5273,132,6329.0,0.33702924870961576,0.30931158733168973,0.02771766137792603
Cardona,Partido Independiente,Soriano,54,34,5231,5273,20,6329.0,0.010323073982030204,0.006447942347809596,0.003875131634220608
Cardona,Partido Nacional,Soriano,1881,1977,5231,5273,-96,6329.0,0.3595870770407188,0.37492888298881094,-0.015341805948092146
Cardona,Partido VA/IS (G.Salle),Soriano,117,16,5231,5273,101,6329.0,0.022366660294398776,0.0030343258107339275,0.019332334483664847
Carlos Reyles,PERI,Durazno,2,3,912,939,-1,1060.0,0.0021929824561403508,0.003194888178913738,-0.0010019057227733871
Carlos Reyles,Partido Cabildo Abierto,Durazno,8,141,912,939,-133,1060.0,0.008771929824561403,0.1501597444089457,-0.1413878145843843
Carlos Reyles,Partido Colorado,Durazno,164,84,912,939,80,1060.0,0.17982456140350878,0.08945686900958466,0.09036769239392412
Carlos Reyles,Partido Frente Amplio,Durazno,372,266,912,939,106,1060.0,0.40789473684210525,0.2832800851970181,0.12461465164508717
Carlos Reyles,Partido Independiente,Durazno,3,3,912,939,0,1060.0,0.003289473684210526,0.003194888178913738,9.458550529678825e-05
Carlos Reyles,Partido Nacional,Durazno,348,441,912,939,-93,1060.0,0.3815789473684211,0.4696485623003195,-0.08806961493189841
Carlos Reyles,Partido VA/IS (G.Salle),Durazno,15,1,912,939,14,1060.0,0.01644736842105263,0.0010649627263045794,0.01538240569474805
Carmelo,PERI,Colonia,27,120,13630,13602,-93,16276.0,0.0019809244314013207,0.00882223202470225,-0.006841307593300929
Carmelo,Partido Asamblea Popular,Colonia,52,95,13630,13602,-43,16276.0,0.0038151137197358766,0.006984267019555948,-0.003169153299820071
Carmelo,Partido Cabildo Abierto,Colonia,129,776,13630,13602,-647,16276.0,0.00946441672780631,0.05705043375974121,-0.0475860170319349
Carmelo,Partido Colorado,Colonia,2110,2184,13630,13602,-74,16276.0,0.15480557593543653,0.16056462284958095,-0.005759046914144417
Carmelo,Partido Frente Amplio,Colonia,5843,5347,13630,13602,496,16276.0,0.4286867204695525,0.3931039553006911,0.035582765168861386
Carmelo,Partido Independiente,Colonia,276,136,13630,13602,140,16276.0,0.0202494497432135,0.009998529627995884,0.010250920115217617
Carmelo,Partido Nacional,Colonia,4851,4897,13630,13602,-46,16276.0,0.3559060895084373,0.36002058520805763,-0.0041144956996203574
Carmelo,Partido VA/IS (G.Salle),Colonia,342,47,13630,13602,295,16276.0,0.025091709464416728,0.003455374209675048,0.02163633525474168
Castillos,PERI,Rocha,21,93,6336,6648,-72,7647.0,0.0033143939393939395,0.013989169675090252,-0.010674775735696312
Castillos,Partido Asamblea Popular,Rocha,21,56,6749,7006,-35,4063.0,0.0031115720847532968,0.00799314872966029,-0.0048815766449069944
Castillos,Partido Cabildo Abierto,Rocha,137,1222,6749,7006,-1085,4063.0,0.020299303600533412,0.17442192406508708,-0.15412262046455366
Castillos,Partido Colorado,Rocha,1422,831,6749,7006,591,4063.0,0.21069788116758037,0.11861261775620896,0.09208526341137141
Castillos,Partido Frente Amplio,Rocha,2436,2198,6749,7006,238,4063.0,0.36094236183138245,0.3137310876391664,0.047211274192216046
Castillos,Partido Independiente,Rocha,54,37,6749,7006,17,4063.0,0.008001185360794192,0.00528118755352555,0.0027199978072686426
Castillos,Partido Nacional,Rocha,2400,2530,6749,7006,-130,4063.0,0.35560823825751964,0.36111904082215246,-0.005510802564632822
Castillos,Partido VA/IS (G.Salle),Rocha,258,39,6749,7006,219,4063.0,0.03822788561268336,0.005566657151013417,0.03266122846166994
Casupá,PERI,Florida,2,8,1894,2001,-6,2587.0,0.0010559662090813093,0.00399800099950025,-0.0029420347904189404
Casupá,Partido Asamblea Popular,Florida,1,6,1894,2001,-5,2587.0,0.0005279831045406547,0.0029985007496251873,-0.002470517645084533
Casupá,Partido Cabildo Abierto,Florida,16,206,1894,2001,-190,2587.0,0.008447729672650475,0.10294852573713144,-0.09450079606448096
Casupá,Partido Colorado,Florida,334,388,1894,2001,-54,2587.0,0.17634635691657866,0.19390304847576212,-0.017556691559183463
Casupá,Partido Frente Amplio,Florida,451,417,1894,2001,34,2587.0,0.23812038014783526,0.20839580209895053,0.02972457804888473
Casupá,Partido Independiente,Florida,13,12,1894,2001,1,2587.0,0.006863780359028511,0.005997001499250375,0.0008667788597781362
Casupá,Partido Nacional,Florida,1036,948,1894,2001,88,2587.0,0.5469904963041182,0.4737631184407796,0.0732273778633386
Casupá,Partido VA/IS (G.Salle),Florida,41,16,1894,2001,25,2587.0,0.02164730728616684,0.0079960019990005,0.013651305287166342
Cebollatí,PERI,Rocha,3,2,1215,1259,1,1494.0,0.0024691358024691358,0.0015885623510722795,0.0008805734513968563
Cebollatí,Partido Asamblea Popular,Rocha,3,8,1215,1259,-5,1494.0,0.0024691358024691358,0.006354249404289118,-0.0038851136018199822
Cebollatí,Partido Cabildo Abierto,Rocha,19,157,1215,1259,-138,1494.0,0.015637860082304528,0.12470214455917394,-0.10906428447686942
Cebollatí,Partido Colorado,Rocha,320,197,1215,1259,123,1494.0,0.26337448559670784,0.15647339158061954,0.1069010940160883
Cebollatí,Partido Frente Amplio,Rocha,373,354,1215,1259,19,1494.0,0.3069958847736626,0.2811755361397935,0.02582034863386906
Cebollatí,Partido Independiente,Rocha,4,7,1215,1259,-3,1494.0,0.0032921810699588477,0.005559968228752979,-0.002267787158794131
Cebollatí,Partido Nacional,Rocha,479,530,1215,1259,-51,1494.0,0.39423868312757204,0.42096902303415407,-0.026730339906582024
Cebollatí,Partido VA/IS (G.Salle),Rocha,14,4,1215,1259,10,1494.0,0.011522633744855968,0.003177124702144559,0.008345509042711408
Cerro Chato,PERI,Durazno,3,2,480,630,1,591.0,0.00625,0.0031746031746031746,0.0030753968253968257
Cerro Chato,Partido Cabildo Abierto,Durazno,10,61,480,630,-51,591.0,0.020833333333333332,0.09682539682539683,-0.0759920634920635
Cerro Chato,Partido Colorado,Durazno,69,56,480,630,13,591.0,0.14375,0.08888888888888889,0.0548611111111111
Cerro Chato,Partido Frente Amplio,Durazno,89,109,480,630,-20,591.0,0.18541666666666667,0.173015873015873,0.012400793650793662
Cerro Chato,Partido Independiente,Durazno,2,2,480,630,0,591.0,0.004166666666666667,0.0031746031746031746,0.000992063492063492
Cerro Chato,Partido Nacional,Durazno,302,399,480,630,-97,591.0,0.6291666666666667,0.6333333333333333,-0.004166666666666652
Cerro Chato,Partido VA/IS (G.Salle),Durazno,5,1,480,630,4,591.0,0.010416666666666666,0.0015873015873015873,0.00882936507936508
Chapicuy,PERI,Paysandú,2,6,702,661,-4,833.0,0.002849002849002849,0.009077155824508321,-0.006228152975505472
Chapicuy,Partido Cabildo Abierto,Paysandú,12,115,732,690,-103,437.5,0.01639344262295082,0.16666666666666666,-0.15027322404371585
Chapicuy,Partido Colorado,Paysandú,257,131,732,690,126,437.5,0.3510928961748634,0.18985507246376812,0.16123782371109527
Chapicuy,Partido Frente Amplio,Paysandú,141,111,732,690,30,437.5,0.19262295081967212,0.1608695652173913,0.03175338560228083
Chapicuy,Partido Independiente,Paysandú,4,3,702,661,1,833.0,0.005698005698005698,0.0045385779122541605,0.0011594277857515378
Chapicuy,Partido Nacional,Paysandú,303,321,732,690,-18,437.5,0.4139344262295082,0.4652173913043478,-0.05128296507483959
Chapicuy,Partido VA/IS (G.Salle),Paysandú,13,3,702,661,10,833.0,0.018518518518518517,0.0045385779122541605,0.013979940606264358
Chuy,PERI,Rocha,24,94,9588,8917,-70,11890.0,0.0025031289111389237,0.010541661993944152,-0.008038533082805228
Chuy,Partido Asamblea Popular,Rocha,33,113,9588,8917,-80,11890.0,0.00344180225281602,0.012672423460805203,-0.009230621207989183
Chuy,Partido Cabildo Abierto,Rocha,192,1691,9588,8917,-1499,11890.0,0.02002503128911139,0.18963777055063363,-0.16961273926152223
Chuy,Partido Colorado,Rocha,1666,734,9588,8917,932,11890.0,0.17375886524822695,0.08231467982505326,0.09144418542317369
Chuy,Partido Frente Amplio,Rocha,4423,3678,9588,8917,745,11890.0,0.4613057989153108,0.4124705618481552,0.04883523706715559
Chuy,Partido Independiente,Rocha,40,36,9588,8917,4,11890.0,0.004171881518564873,0.0040372322529998875,0.0001346492655649855
Chuy,Partido Nacional,Rocha,2901,2481,9588,8917,420,11890.0,0.3025657071339174,0.27823258943590895,0.024333117698008444
Chuy,Partido VA/IS (G.Salle),Rocha,309,90,9588,8917,219,11890.0,0.032227784730913644,0.01009308063249972,0.022134704098413924
Ciudad De La Costa,PERI,Canelones,370,1681,59908,54196,-1311,24083.0,0.006176136743005943,0.031017049228725366,-0.024840912485719423
Ciudad De La Costa,Partido Asamblea Popular,Canelones,421,704,59908,54196,-283,24083.0,0.007027442077852708,0.012989888552660712,-0.005962446474808004
Ciudad De La Costa,Partido Cabildo Abierto,Canelones,1335,4742,59908,54196,-3407,24083.0,0.022284169059224142,0.08749723226806407,-0.06521306320883992
